IncidentId,IcmLink,IsMissingRCA,IsTriaged,StartOfWeek,LookingDate,CreateDate,ModifiedDate,MitigateDate,ResolveDate,MonitorId,RoutingId,OwningTenantId,OwningTenantName,OwningTeamId,OwningTeamName,OwningContactAlias,Severity,Status,InactiveInDays,Title,RootCauseId,RCATitle,RCADescription,ResponsibleTeamName,ResponsibleTeamId,Tags,RunnerName,RunnerInstance,Region,Phase,TestPhase,RunnerFlavor,SubscriptionId,FailureType,IcmAutoCorrelation,HowFixed,Mitigation,RepairItems,SeverityDowngradeBy,SeverityDowngradeType,FinalTeamGroup
708152775,https://portal.microsofticm.com/imp/v5/incidents/details/708152775/summary,0,1,2025-11-02 00:00:00+00:00,2025-11-13 10:53:23.593000+00:00,2025-11-07 17:39:52.393000+00:00,2025-11-13 10:53:33.420000+00:00,2025-11-13 10:52:41.287000+00:00,2025-11-13 10:53:23.593000+00:00,azf-RnmAsgUpdateAfterDeletingVM-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,35654,NetworkingNinjas,shaikn,25,RESOLVED,0,[Control Path: RNM] Runner Name: AzNetToolsRunners.RnmAsgUpdateAfterDeletingVMRunner Region: useast2euap Instance: azfRnmAsgUpdateAfterDeletingVMRunneruseast2euapProd Phase: VM3_PING_VM1_Phase_2,8205539,na,,CLOUDNET\NetworkingNinjas,35654,"[""RunnerFoundBug"",""FDRecommendedLinks"",""CameThroughNITQueue""]",AzNetToolsRunners.RnmAsgUpdateAfterDeletingVMRunner,azfRnmAsgUpdateAfterDeletingVMRunneruseast2euapProd,useast2euap,VM3_PING_VM1_Phase_2,Others,azf,2068f7fb-3afa-413b-9e82-548b0fcbfa76,Testing Failure,0,Customer Error,NA,,jex,DRI,Other Teams
708159996,https://portal.microsofticm.com/imp/v5/incidents/details/708159996/summary,0,1,2025-11-02 00:00:00+00:00,2025-11-11 18:10:00.913000+00:00,2025-11-07 18:01:02.720000+00:00,2025-11-17 18:10:54.257000+00:00,2025-11-11 18:10:00.913000+00:00,,azf-NrpCreateVm-CP-V2,MDM://NRP_TRIAGE,20371,Azure Resource Manager,137570,ARMSev-2.5,annai,25,MITIGATED,0,[Control Path: NRP] Runner Name: AzNetToolsRunners.NrpCreateVM Region: switzerlandn Instance: azfNrpCreateVMswitzerlandnProd Phase: InitialDeployment,,,,AZURERESOURCEMANAGER\ARMSev-2.5,137570,"[""M365 Incident Linking"",""FDRecommendedLinks""]",AzNetToolsRunners.NrpCreateVM,azfNrpCreateVMswitzerlandnProd,switzerlandn,InitialDeployment,Deployment RG,azf,8a5624a1-8a12-471a-a3f3-6efc47d92cce,Deployment,0,Fixed with Hotfix,Closed with information on cause and fix,,mxue,DRI,Other Teams
708205895,https://portal.microsofticm.com/imp/v5/incidents/details/708205895/summary,0,0,2025-11-02 00:00:00+00:00,2025-11-08 10:11:09.600000+00:00,2025-11-07 20:11:08.410000+00:00,2025-11-20 18:32:05.720000+00:00,2025-11-08 10:11:09.600000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,danlope,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2euap Instance: azfAnmCPPublicRoutingCommituseast2euapProd,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,useast2euap,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/useast2euap_azfAnmCPPublicRoutingCommituseast2euapProd_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
708234279,https://portal.microsofticm.com/imp/v5/incidents/details/708234279/summary,0,0,2025-11-02 00:00:00+00:00,2025-11-08 08:33:01.117000+00:00,2025-11-07 21:33:07.473000+00:00,2025-11-08 08:33:01.110000+00:00,2025-11-08 08:33:01.117000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,danlope,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: uswest2 Instance: azfAnmCPPublicRoutingCommituswest2Prod,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,uswest2,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/uswest2_azfAnmCPPublicRoutingCommituswest2Prod_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
708361313,https://portal.microsofticm.com/imp/v5/incidents/details/708361313/summary,0,1,2025-11-02 00:00:00+00:00,2025-11-09 02:34:51.213000+00:00,2025-11-08 04:38:29.890000+00:00,2025-11-09 02:35:22.577000+00:00,2025-11-09 02:34:51.213000+00:00,,azfRNC-PrivateLinkIPBasedPLSAliasing-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,shraddhasave,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSAliasinguseast2euapProd Phase: InitialDeployment,8137973,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSAliasinguseast2euapProd Phase: InitialDeployment,,CLOUDNET\SDNAppliance,71271,[],AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing,azfRncPrivateLinkIPBasedPLSAliasinguseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfRnc,a0eb6781-4891-4925-af65-ae3a225f3866,Deployment,0,False Alarm/Transient,"Mitigating as it seems like a one off scenario where it failed to Allocate but later mitigated/deleted, the monitor seems healthy now.",,N/A,N/A,Other Teams
708476228,https://portal.microsofticm.com/imp/v5/incidents/details/708476228/summary,0,1,2025-11-02 00:00:00+00:00,2025-11-08 13:40:00+00:00,2025-11-08 11:52:12.397000+00:00,2025-11-08 14:42:26.970000+00:00,2025-11-08 13:40:00+00:00,,azfRNC-PrivateLinkIPBasedPLSDestinationIPChange-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,82812,RNC,prabodhrai,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,8136012,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,,CLOUDNET\RNC,82812,[],AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange,azfRncPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfRnc,d8be6c04-a1dd-4850-8651-cd92b87d52f9,Deployment,0,Transient,No failures in last ~1hr. Mitigating as seems transient.,,N/A,N/A,Xinyan Team
708731041,https://portal.microsofticm.com/imp/v5/incidents/details/708731041/summary,0,1,2025-11-09 00:00:00+00:00,2025-11-09 05:51:00+00:00,2025-11-09 05:29:14.310000+00:00,2025-11-09 08:51:10.153000+00:00,2025-11-09 05:51:00+00:00,,azfRNC-PrivateLinkIPBasedPLS-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,62378,NMAgent,,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPbasedPLSRunner Region: useast2euap Instance: azfHybridRncPePrivateLinkIPbasedPLSRunneruseast2euapProd Phase: InitialDeployment,8138845,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPbasedPLSRunner Region: useast2euap Instance: azfHybridRncPePrivateLinkIPbasedPLSRunneruseast2euapProd Phase: InitialDeployment,,CLOUDNET\NMAgent,62378,[],AzNetToolsRunners.PrivateLinkIPbasedPLSRunner,azfHybridRncPePrivateLinkIPbasedPLSRunneruseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfHybridRncPe,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,Transient,,N/A,N/A,Other Teams
708819629,https://portal.microsofticm.com/imp/v5/incidents/details/708819629/summary,0,1,2025-11-09 00:00:00+00:00,2025-11-10 14:21:20.360000+00:00,2025-11-09 12:14:55.030000+00:00,2025-11-10 14:21:47.260000+00:00,2025-11-10 14:21:20.360000+00:00,,azfRNC-PrivateLinkIPBasedPLSDestinationIPChange-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,trdey,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfHybridRncPePrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,8150676,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfHybridRncPePrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,,CLOUDNET\SDNAppliance,71271,[],AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange,azfHybridRncPePrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfHybridRncPe,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,This instance is mitigated. Issue tracking in Incident 708763797 : [Control Path: PrivateLink][PLS UDR] Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfHybridRncPlsPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,,N/A,N/A,Other Teams
709095955,https://portal.microsofticm.com/imp/v5/incidents/details/709095955/summary,0,1,2025-11-09 00:00:00+00:00,2025-11-10 07:47:39.820000+00:00,2025-11-10 07:47:39.820000+00:00,2025-11-17 21:29:08.730000+00:00,,,azfRNC-PrivateLinkIPBasedPLSAliasing-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,zezhao,3,ACTIVE,165,[NO CAPACITY][Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing Region: useast2euap Instance: azfHybridRncPePrivateLinkIPBasedPLSAliasinguseast2euapProd Phase: InitialDeployment,,,,CLOUDNET\SDNAppliance,71271,"[""M365 Incident Linking""]",AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing,azfHybridRncPePrivateLinkIPBasedPLSAliasinguseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfHybridRncPe,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,,,,sshamaiengar,DRI,Other Teams
709161748,https://portal.microsofticm.com/imp/v5/incidents/details/709161748/summary,0,1,2025-11-09 00:00:00+00:00,2025-11-10 14:50:27.270000+00:00,2025-11-10 11:54:30.400000+00:00,2025-11-10 14:50:28.977000+00:00,2025-11-10 13:36:31+00:00,2025-11-10 14:50:27.270000+00:00,azf-NrpCreateVmss-CP-V2,MDM://NRP_TRIAGE,20371,Azure Resource Manager,23236,AzureResourceManager,nmollenhauer,2,RESOLVED,0,[Control Path: NRP] Runner Name: AzNetToolsRunners.NrpCreateVMSS Region: francec Instance: azfNrpCreateVMSSfrancecProd Phase: InitialDeployment,8150942,dSMS Cert Issue,,AZURERESOURCEMANAGER\AzureResourceManager,23236,"[""FDRecommendedLinks""]",AzNetToolsRunners.NrpCreateVMSS,azfNrpCreateVMSSfrancecProd,francec,InitialDeployment,Deployment RG,azf,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,Mitigating as the affected worker instance in ARM has restarted.,,N/A,N/A,Other Teams
709213525,https://portal.microsofticm.com/imp/v5/incidents/details/709213525/summary,0,1,2025-11-09 00:00:00+00:00,2025-11-11 18:11:39+00:00,2025-11-10 14:54:30.503000+00:00,2025-11-17 18:12:11.230000+00:00,2025-11-11 18:11:39+00:00,,azf-NrpCreateVmss-CP-V2,MDM://NRP_TRIAGE,20371,Azure Resource Manager,137570,ARMSev-2.5,annai,2,MITIGATED,0,[Control Path: NRP] Runner Name: AzNetToolsRunners.NrpCreateVMSS Region: francec Instance: azfNrpCreateVMSSfrancecProd Phase: InitialDeployment,8256430,[Control Path: NRP] Runner Name: AzNetToolsRunners.NrpCreateVMSS Region: francec Instance: azfNrpCreateVMSSfrancecProd Phase: InitialDeployment,,AZURERESOURCEMANAGER\ARMSev-2.5,137570,"[""M365 Incident Linking"",""FDRecommendedLinks""]",AzNetToolsRunners.NrpCreateVMSS,azfNrpCreateVMSSfrancecProd,francec,InitialDeployment,Deployment RG,azf,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Fixed with Ad-Hoc steps,mitigated with fix incoming,,N/A,N/A,Other Teams
